DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post
-22.0,18.0,1029.0,-1.0,7,63.47,0.0,0.0,3.0,3.0,3.0,18.0
-23.0,16.0,1028.0,-1.0,7,74.65,0.0,0.0,3.0,3.0,3.0,18.0
-25.0,13.0,1028.0,0.0,7,86.72,0.0,0.0,3.0,3.0,3.0,12.0
-25.0,12.0,1027.0,1.0,7,97.9,0.0,0.0,3.0,3.0,3.0,11.0
-25.0,12.0,1027.0,1.0,7,107.73,0.0,0.0,3.0,3.0,3.0,11.0
-26.0,10.0,1026.0,2.0,7,118.91,0.0,0.0,3.0,3.0,3.0,12.0
-27.0,10.0,1026.0,1.0,7,130.09,0.0,0.0,3.0,3.0,3.0,9.0
-25.0,12.0,1026.0,1.0,7,139.03,0.0,0.0,3.0,3.0,3.0,9.0
-22.0,21.0,1026.0,-3.0,1,1.79,0.0,0.0,3.0,3.0,3.0,27.0
-22.0,19.0,1026.0,-2.0,3,0.89,0.0,0.0,3.0,3.0,3.0,31.0
-19.0,30.0,1026.0,-4.0,3,2.68,0.0,0.0,3.0,3.0,3.0,39.0
-18.0,32.0,1027.0,-4.0,3,4.47,0.0,0.0,3.0,3.0,3.0,49.0
-20.0,27.0,1027.0,-4.0,3,6.26,0.0,0.0,3.0,3.0,3.0,48.0
-18.0,44.0,1027.0,-8.0,3,9.39,0.0,0.0,3.0,3.0,3.0,50.0
-19.0,34.0,1027.0,-6.0,8,0.45,0.0,0.0,3.0,3.0,3.0,38.0
-19.0,37.0,1027.0,-7.0,7,0.89,0.0,0.0,3.0,3.0,3.0,36.0
-17.0,52.0,1026.0,-9.0,1,0.89,0.0,0.0,3.0,3.0,3.0,41.0
-18.0,48.0,1026.0,-9.0,8,0.89,0.0,0.0,3.0,3.0,3.0,80.0
-16.0,61.0,1025.0,-10.0,1,0.89,0.0,0.0,3.0,3.0,3.0,70.0
-18.0,48.0,1025.0,-9.0,7,0.89,0.0,0.0,3.0,3.0,3.0,74.0
-18.0,56.0,1026.0,-11.0,1,1.79,0.0,0.0,3.0,3.0,3.0,77.0
-18.0,56.0,1026.0,-11.0,8,0.89,0.0,0.0,3.0,3.0,3.0,87.0
-17.0,48.0,1026.0,-8.0,8,1.78,0.0,0.0,3.0,3.0,3.0,107.0
-18.0,32.0,1027.0,-4.0,7,3.13,0.0,0.0,3.0,3.0,3.0,54.0
-17.0,26.0,1026.0,0.0,8,0.89,0.0,0.0,3.0,3.0,3.0,36.0
-21.0,16.0,1026.0,2.0,8,1.78,0.0,0.0,3.0,3.0,3.0,34.0
-21.0,15.0,1024.0,3.0,8,2.67,0.0,0.0,3.0,3.0,3.0,19.0
-21.0,13.0,1022.0,5.0,7,5.81,0.0,0.0,3.0,3.0,3.0,26.0
-21.0,13.0,1021.0,5.0,7,11.62,0.0,0.0,3.0,3.0,3.0,27.0
-21.0,12.0,1021.0,6.0,7,13.41,0.0,0.0,3.0,3.0,3.0,27.0
-21.0,14.0,1021.0,4.0,3,5.81,0.0,0.0,3.0,3.0,3.0,29.0
-21.0,14.0,1021.0,4.0,3,9.83,0.0,0.0,3.0,3.0,3.0,41.0
-21.0,15.0,1021.0,3.0,8,4.02,0.0,0.0,3.0,3.0,3.0,47.0
-20.0,17.0,1021.0,2.0,3,4.92,0.0,0.0,3.0,3.0,3.0,115.0
-20.0,16.0,1021.0,3.0,3,8.94,0.0,0.0,3.0,3.0,3.0,265.0
-20.0,17.0,1021.0,2.0,3,12.96,0.0,0.0,3.0,3.0,3.0,236.0
-17.0,28.0,1021.0,-1.0,3,14.75,0.0,0.0,3.0,3.0,3.0,296.0
-16.0,35.0,1021.0,-3.0,8,0.89,0.0,0.0,3.0,3.0,3.0,159.0
-15.0,45.0,1020.0,-5.0,8,1.78,0.0,0.0,3.0,3.0,3.0,119.0
-15.0,48.0,1020.0,-6.0,8,2.67,0.0,0.0,3.0,3.0,3.0,115.0
-14.0,57.0,1019.0,-7.0,8,3.56,0.0,0.0,3.0,3.0,3.0,168.0
-15.0,57.0,1019.0,-8.0,8,4.45,0.0,0.0,3.0,3.0,3.0,177.0
-15.0,57.0,1018.0,-8.0,8,4.9,0.0,0.0,3.0,3.0,3.0,191.0
-15.0,57.0,1018.0,-8.0,8,5.79,0.0,0.0,3.0,3.0,3.0,185.0
-15.0,61.0,1018.0,-9.0,7,1.79,0.0,0.0,3.0,3.0,3.0,157.0
-15.0,61.0,1018.0,-9.0,7,3.58,0.0,0.0,3.0,3.0,3.0,114.0
-13.0,57.0,1018.0,-6.0,1,0.89,0.0,0.0,3.0,3.0,3.0,117.0
-14.0,39.0,1018.0,-2.0,1,2.68,0.0,0.0,3.0,3.0,3.0,112.0
-15.0,29.0,1018.0,1.0,1,4.47,0.0,0.0,3.0,3.0,3.0,107.0
-17.0,19.0,1017.0,4.0,8,0.89,0.0,0.0,3.0,3.0,3.0,96.0
-16.0,17.0,1017.0,7.0,8,1.78,0.0,0.0,3.0,3.0,3.0,99.0
-16.0,15.0,1016.0,9.0,3,4.02,0.0,0.0,3.0,3.0,3.0,82.0
-17.0,13.0,1015.0,10.0,3,5.81,0.0,0.0,3.0,3.0,3.0,58.0
-18.0,11.0,1014.0,11.0,3,8.94,0.0,0.0,3.0,3.0,3.0,40.0
-18.0,12.0,1014.0,10.0,8,3.13,0.0,0.0,3.0,3.0,3.0,45.0
-18.0,12.0,1014.0,9.0,3,3.13,0.0,0.0,3.0,3.0,3.0,44.0
-19.0,13.0,1014.0,7.0,3,6.26,0.0,0.0,3.0,3.0,3.0,49.0
-18.0,14.0,1014.0,7.0,3,10.28,0.0,0.0,3.0,3.0,3.0,65.0
-16.0,26.0,1015.0,1.0,8,0.89,0.0,0.0,3.0,3.0,3.0,101.0
-14.0,36.0,1015.0,-1.0,8,1.78,0.0,0.0,3.0,3.0,3.0,146.0
-13.0,42.0,1015.0,-2.0,8,2.67,0.0,0.0,3.0,3.0,3.0,165.0
-13.0,45.0,1015.0,-3.0,8,3.56,0.0,0.0,3.0,3.0,3.0,205.0
-12.0,53.0,1015.0,-4.0,8,4.45,0.0,0.0,3.0,3.0,3.0,191.0
-14.0,36.0,1015.0,-1.0,8,5.34,0.0,0.0,3.0,3.0,3.0,204.0
-14.0,42.0,1015.0,-3.0,7,0.89,0.0,0.0,3.0,3.0,3.0,190.0
-12.0,57.0,1014.0,-5.0,7,1.78,0.0,0.0,3.0,3.0,3.0,174.0
-12.0,62.0,1014.0,-6.0,7,3.57,0.0,0.0,3.0,3.0,3.0,144.0
-12.0,62.0,1014.0,-6.0,7,5.36,0.0,0.0,3.0,3.0,3.0,120.0
-12.0,67.0,1014.0,-7.0,3,0.89,0.0,0.0,3.0,3.0,3.0,122.0
-13.0,67.0,1014.0,-8.0,7,1.79,0.0,0.0,3.0,3.0,3.0,152.0
-11.0,67.0,1014.0,-6.0,8,0.89,0.0,0.0,3.0,3.0,3.0,158.0
-12.0,39.0,1015.0,0.0,1,1.79,0.0,0.0,3.0,3.0,3.0,178.0
-12.0,32.0,1014.0,3.0,3,1.79,0.0,0.0,3.0,3.0,3.0,184.0
-11.0,30.0,1014.0,5.0,3,3.58,0.0,0.0,3.0,3.0,3.0,184.0
-10.0,28.0,1013.0,7.0,3,5.37,0.0,0.0,3.0,3.0,3.0,185.0
-9.0,28.0,1012.0,8.0,3,8.5,0.0,0.0,3.0,3.0,3.0,175.0
-9.0,26.0,1011.0,9.0,3,11.63,0.0,0.0,3.0,3.0,3.0,165.0
-8.0,29.0,1010.0,9.0,3,14.76,0.0,0.0,3.0,3.0,3.0,150.0
-8.0,29.0,1011.0,9.0,8,0.89,0.0,0.0,3.0,3.0,3.0,163.0
-8.0,31.0,1010.0,8.0,8,1.78,0.0,0.0,3.0,3.0,3.0,172.0
-8.0,33.0,1010.0,7.0,7,3.13,0.0,0.0,3.0,3.0,3.0,184.0
-8.0,38.0,1011.0,5.0,7,4.92,0.0,0.0,3.0,3.0,3.0,178.0
-9.0,43.0,1011.0,2.0,1,1.79,0.0,0.0,3.0,3.0,3.0,211.0
-7.0,63.0,1011.0,-1.0,3,0.89,0.0,0.0,3.0,3.0,3.0,213.0
-8.0,63.0,1012.0,-2.0,8,0.45,0.0,0.0,3.0,3.0,3.0,282.0
-8.0,63.0,1011.0,-2.0,8,1.34,0.0,0.0,3.0,3.0,3.0,261.0
-7.0,68.0,1011.0,-2.0,8,2.23,0.0,0.0,3.0,3.0,3.0,215.0
-6.0,68.0,1011.0,-1.0,8,2.68,0.0,0.0,3.0,3.0,3.0,233.0
-6.0,74.0,1011.0,-2.0,8,3.57,0.0,0.0,3.0,3.0,3.0,235.0
-6.0,74.0,1011.0,-2.0,7,0.89,0.0,0.0,3.0,3.0,3.0,214.0
-7.0,68.0,1011.0,-2.0,7,2.68,0.0,0.0,3.0,3.0,3.0,205.0
-8.0,68.0,1011.0,-3.0,7,4.47,0.0,0.0,3.0,3.0,3.0,206.0
-8.0,79.0,1011.0,-5.0,7,7.6,0.0,0.0,3.0,3.0,3.0,220.0
-7.0,73.0,1012.0,-3.0,7,9.39,0.0,0.0,3.0,3.0,3.0,191.0
-6.0,68.0,1013.0,-1.0,7,12.52,0.0,0.0,3.0,3.0,3.0,189.0
-6.0,51.0,1014.0,3.0,7,17.44,0.0,0.0,3.0,3.0,3.0,109.0
-8.0,35.0,1014.0,6.0,7,22.36,0.0,0.0,3.0,3.0,3.0,65.0
-8.0,27.0,1014.0,10.0,7,25.49,0.0,0.0,3.0,3.0,3.0,35.0
-13.0,16.0,1014.0,12.0,7,31.3,0.0,0.0,3.0,3.0,3.0,35.0
-15.0,12.0,1013.0,13.0,7,36.22,0.0,0.0,3.0,3.0,3.0,27.0
-15.0,11.0,1012.0,14.0,7,42.03,0.0,0.0,3.0,3.0,3.0,36.0
-15.0,11.0,1012.0,14.0,7,47.84,0.0,0.0,3.0,3.0,3.0,30.0
-15.0,11.0,1012.0,14.0,7,51.86,0.0,0.0,3.0,3.0,3.0,23.0
-15.0,13.0,1013.0,12.0,1,3.13,0.0,0.0,3.0,3.0,3.0,20.0
-15.0,16.0,1014.0,9.0,8,0.89,0.0,0.0,3.0,3.0,3.0,30.0
-13.0,27.0,1015.0,4.0,8,1.78,0.0,0.0,3.0,3.0,3.0,69.0
-13.0,27.0,1016.0,4.0,8,2.67,0.0,0.0,3.0,3.0,3.0,99.0
-12.0,30.0,1017.0,4.0,3,1.79,0.0,0.0,3.0,3.0,3.0,117.0
-3.0,69.0,1018.0,2.0,3,7.6,0.0,0.0,3.0,3.0,3.0,154.0
-6.0,59.0,1019.0,1.0,3,11.62,0.0,0.0,3.0,3.0,3.0,154.0
-6.0,68.0,1020.0,-1.0,8,0.89,0.0,0.0,3.0,3.0,3.0,136.0
-5.0,69.0,1021.0,0.0,8,1.34,0.0,0.0,3.0,3.0,3.0,143.0
-6.0,74.0,1021.0,-2.0,3,1.79,0.0,0.0,3.0,3.0,3.0,132.0
-7.0,63.0,1021.0,-1.0,3,4.92,0.0,0.0,3.0,3.0,3.0,100.0
-8.0,68.0,1021.0,-3.0,3,6.71,0.0,0.0,3.0,3.0,3.0,89.0
-8.0,68.0,1021.0,-3.0,3,8.5,0.0,0.0,3.0,3.0,3.0,90.0
-7.0,73.0,1021.0,-3.0,3,10.29,0.0,0.0,3.0,3.0,3.0,90.0
-8.0,73.0,1021.0,-4.0,3,12.08,0.0,0.0,3.0,3.0,3.0,99.0
-7.0,68.0,1022.0,-2.0,3,15.21,0.0,0.0,3.0,3.0,3.0,92.0
-7.0,63.0,1022.0,-1.0,3,19.23,0.0,0.0,3.0,3.0,3.0,80.0
-8.0,54.0,1022.0,0.0,3,23.25,0.0,0.0,3.0,3.0,3.0,56.0
-9.0,43.0,1022.0,2.0,3,26.38,0.0,0.0,3.0,3.0,3.0,60.0
-10.0,37.0,1020.0,3.0,3,31.3,0.0,0.0,3.0,3.0,3.0,72.0
-10.0,37.0,1019.0,3.0,3,34.43,0.0,0.0,3.0,3.0,3.0,76.0
-10.0,35.0,1018.0,4.0,3,38.45,0.0,0.0,3.0,3.0,3.0,79.0
-10.0,32.0,1017.0,5.0,3,42.47,0.0,0.0,3.0,3.0,3.0,84.0
-10.0,35.0,1016.0,4.0,3,45.6,0.0,0.0,3.0,3.0,3.0,92.0
-9.0,40.0,1015.0,3.0,3,48.73,0.0,0.0,3.0,3.0,3.0,100.0
-8.0,47.0,1015.0,2.0,3,49.62,0.0,0.0,3.0,3.0,3.0,95.0
-7.0,59.0,1015.0,0.0,3,51.41,0.0,0.0,3.0,3.0,3.0,81.0
-7.0,63.0,1014.0,-1.0,8,0.89,0.0,0.0,3.0,3.0,3.0,95.0
-7.0,59.0,1014.0,0.0,3,3.13,0.0,0.0,3.0,3.0,3.0,87.0
-6.0,68.0,1014.0,-1.0,3,4.92,0.0,0.0,3.0,3.0,3.0,86.0
-7.0,68.0,1014.0,-2.0,8,0.89,0.0,0.0,3.0,3.0,3.0,90.0
-7.0,79.0,1013.0,-4.0,1,0.89,0.0,0.0,3.0,3.0,3.0,111.0
-6.0,85.0,1013.0,-4.0,3,0.89,0.0,0.0,3.0,3.0,3.0,104.0
-7.0,79.0,1012.0,-4.0,8,0.89,0.0,0.0,3.0,3.0,3.0,129.0
-8.0,79.0,1012.0,-5.0,8,1.78,0.0,0.0,3.0,3.0,3.0,117.0
-7.0,85.0,1011.0,-5.0,8,2.23,0.0,0.0,3.0,3.0,3.0,105.0
-8.0,85.0,1011.0,-6.0,1,0.89,0.0,0.0,3.0,3.0,3.0,112.0
-7.0,92.0,1010.0,-6.0,7,1.79,0.0,0.0,3.0,3.0,3.0,130.0
-8.0,85.0,1010.0,-6.0,7,3.58,0.0,0.0,3.0,3.0,3.0,134.0
-6.0,85.0,1010.0,-4.0,8,0.89,0.0,0.0,3.0,3.0,3.0,136.0
-5.0,74.0,1010.0,-1.0,8,1.78,0.0,0.0,3.0,3.0,3.0,142.0
-6.0,63.0,1009.0,0.0,7,1.79,0.0,0.0,3.0,3.0,3.0,150.0
-7.0,51.0,1008.0,2.0,8,0.89,0.0,0.0,3.0,3.0,3.0,148.0
-7.0,44.0,1007.0,4.0,8,1.78,0.0,0.0,3.0,3.0,3.0,160.0
-7.0,41.0,1006.0,5.0,3,1.79,0.0,0.0,3.0,3.0,3.0,179.0
-7.0,38.0,1004.0,6.0,8,0.89,0.0,0.0,3.0,3.0,3.0,183.0
-6.0,39.0,1003.0,7.0,8,1.78,0.0,0.0,3.0,3.0,3.0,191.0
-6.0,39.0,1003.0,7.0,3,1.79,0.0,0.0,3.0,3.0,3.0,195.0
-6.0,39.0,1003.0,7.0,3,3.58,0.0,0.0,3.0,3.0,3.0,196.0
-6.0,44.0,1003.0,5.0,3,4.47,0.0,0.0,3.0,3.0,3.0,218.0
-7.0,47.0,1003.0,3.0,8,0.89,0.0,0.0,3.0,3.0,3.0,246.0
-6.0,55.0,1003.0,2.0,7,1.79,0.0,0.0,3.0,3.0,3.0,264.0
-6.0,63.0,1004.0,0.0,3,0.89,0.0,0.0,3.0,3.0,3.0,274.0
-5.0,69.0,1004.0,0.0,8,0.45,0.0,0.0,3.0,3.0,3.0,282.0
-6.0,68.0,1004.0,-1.0,8,1.34,0.0,0.0,3.0,3.0,3.0,283.0
-6.0,68.0,1003.0,-1.0,7,1.79,0.0,0.0,3.0,3.0,3.0,242.0
-6.0,63.0,1003.0,0.0,7,3.58,0.0,0.0,3.0,3.0,3.0,227.0
-5.0,74.0,1003.0,-1.0,8,0.89,0.0,0.0,3.0,3.0,3.0,223.0
-6.0,59.0,1003.0,1.0,8,1.78,0.0,0.0,3.0,3.0,3.0,227.0
-6.0,68.0,1002.0,-1.0,7,1.79,0.0,0.0,3.0,3.0,3.0,227.0
-5.0,79.0,1003.0,-2.0,7,3.58,0.0,0.0,3.0,3.0,3.0,237.0
-5.0,79.0,1003.0,-2.0,7,6.71,0.0,0.0,3.0,3.0,3.0,243.0
-5.0,74.0,1003.0,-1.0,7,9.84,0.0,0.0,3.0,3.0,3.0,262.0
-5.0,69.0,1004.0,0.0,7,12.97,0.0,0.0,3.0,3.0,3.0,296.0
-5.0,55.0,1004.0,3.0,7,16.99,0.0,0.0,3.0,3.0,3.0,301.0
-4.0,52.0,1004.0,5.0,7,21.01,0.0,0.0,3.0,3.0,3.0,302.0
-4.0,48.0,1004.0,6.0,7,25.03,0.0,0.0,3.0,3.0,3.0,311.0
-4.0,45.0,1004.0,7.0,7,29.05,0.0,0.0,3.0,3.0,3.0,307.0
-2.0,42.0,1003.0,10.0,7,33.97,0.0,0.0,3.0,3.0,3.0,312.0
-2.0,40.0,1002.0,11.0,7,37.1,0.0,0.0,3.0,3.0,3.0,298.0
-2.0,40.0,1002.0,11.0,8,0.89,0.0,0.0,3.0,3.0,3.0,292.0
-1.0,43.0,1003.0,11.0,8,1.78,0.0,0.0,3.0,3.0,3.0,299.0
0.0,49.0,1003.0,10.0,3,1.79,0.0,0.0,3.0,3.0,3.0,353.0
0.0,56.0,1005.0,8.0,3,4.92,0.0,0.0,3.0,3.0,3.0,368.0
2.0,75.0,1006.0,6.0,8,0.89,0.0,0.0,3.0,3.0,3.0,309.0
3.0,75.0,1007.0,7.0,3,1.79,0.0,0.0,3.0,3.0,3.0,284.0
3.0,81.0,1008.0,6.0,3,3.58,0.0,0.0,3.0,3.0,3.0,244.0
2.0,75.0,1009.0,6.0,3,6.71,0.0,0.0,3.0,3.0,3.0,218.0
3.0,86.0,1010.0,5.0,8,0.89,0.0,0.0,3.0,3.0,3.0,164.0
2.0,86.0,1010.0,4.0,8,1.78,0.0,0.0,3.0,3.0,3.0,153.0
1.0,86.0,1011.0,3.0,8,2.67,0.0,0.0,3.0,3.0,3.0,135.0
1.0,86.0,1012.0,3.0,8,3.12,0.0,0.0,3.0,3.0,3.0,134.0
1.0,86.0,1012.0,3.0,8,4.01,0.0,0.0,3.0,3.0,3.0,139.0
0.0,86.0,1012.0,2.0,1,0.89,0.0,0.0,3.0,3.0,3.0,148.0
0.0,93.0,1013.0,1.0,7,0.89,0.0,0.0,3.0,3.0,3.0,210.0
-1.0,92.0,1014.0,0.0,7,2.68,0.0,0.0,3.0,3.0,3.0,218.0
-3.0,92.0,1014.0,-2.0,7,4.47,0.0,0.0,3.0,3.0,3.0,253.0
-1.0,92.0,1016.0,0.0,3,1.79,0.0,0.0,3.0,3.0,3.0,266.0
1.0,93.0,1017.0,2.0,3,2.68,0.0,0.0,3.0,3.0,3.0,241.0
0.0,70.0,1017.0,5.0,3,6.7,0.0,0.0,3.0,3.0,3.0,235.0
0.0,60.0,1017.0,7.0,3,11.62,0.0,0.0,3.0,3.0,3.0,237.0
-1.0,56.0,1017.0,7.0,3,16.54,0.0,0.0,3.0,3.0,3.0,248.0
-2.0,49.0,1017.0,8.0,3,21.46,0.0,0.0,3.0,3.0,3.0,180.0
-2.0,49.0,1016.0,8.0,3,26.38,0.0,0.0,3.0,3.0,3.0,176.0
-1.0,60.0,1016.0,6.0,3,30.4,0.0,0.0,3.0,3.0,3.0,165.0
-1.0,60.0,1016.0,6.0,3,35.32,0.0,0.0,3.0,3.0,3.0,138.0
-1.0,60.0,1017.0,6.0,3,39.34,0.0,0.0,3.0,3.0,3.0,136.0
-2.0,56.0,1017.0,6.0,3,42.47,0.0,0.0,3.0,3.0,3.0,136.0
-2.0,60.0,1018.0,5.0,3,45.6,0.0,0.0,3.0,3.0,3.0,130.0
-2.0,60.0,1018.0,5.0,3,47.39,0.0,0.0,3.0,3.0,3.0,118.0
-6.0,48.0,1019.0,4.0,3,54.54,0.0,0.0,3.0,3.0,3.0,56.0
-7.0,47.0,1019.0,3.0,3,59.46,0.0,0.0,3.0,3.0,3.0,55.0
-6.0,55.0,1020.0,2.0,3,63.48,0.0,0.0,3.0,3.0,3.0,52.0
-7.0,55.0,1020.0,1.0,3,66.61,0.0,0.0,3.0,3.0,3.0,46.0
-7.0,59.0,1020.0,0.0,3,69.74,0.0,0.0,3.0,3.0,3.0,46.0
-6.0,63.0,1021.0,0.0,3,71.53,0.0,0.0,3.0,3.0,3.0,45.0
-6.0,63.0,1021.0,0.0,3,73.32,0.0,0.0,3.0,3.0,3.0,51.0
-5.0,69.0,1020.0,0.0,3,75.11,0.0,0.0,3.0,3.0,3.0,53.0
-5.0,69.0,1021.0,0.0,3,76.9,0.0,0.0,3.0,3.0,3.0,50.0
-5.0,69.0,1021.0,0.0,3,78.69,0.0,0.0,3.0,3.0,3.0,46.0
-5.0,69.0,1021.0,0.0,3,79.58,0.0,0.0,3.0,3.0,3.0,58.0
-6.0,63.0,1022.0,0.0,3,81.37,0.0,0.0,3.0,3.0,3.0,75.0
-6.0,59.0,1022.0,1.0,8,0.89,0.0,0.0,3.0,3.0,3.0,72.0
-6.0,55.0,1022.0,2.0,3,1.79,0.0,0.0,3.0,3.0,3.0,82.0
-6.0,51.0,1022.0,3.0,8,0.89,0.0,0.0,3.0,3.0,3.0,81.0
-6.0,48.0,1021.0,4.0,8,1.78,0.0,0.0,3.0,3.0,3.0,91.0
-6.0,44.0,1021.0,5.0,8,3.57,0.0,0.0,3.0,3.0,3.0,93.0
-6.0,44.0,1020.0,5.0,3,4.02,0.0,0.0,3.0,3.0,3.0,90.0
-6.0,44.0,1020.0,5.0,3,8.04,0.0,0.0,3.0,3.0,3.0,79.0
-7.0,44.0,1020.0,4.0,3,12.06,0.0,0.0,3.0,3.0,3.0,79.0
-7.0,47.0,1020.0,3.0,3,15.19,0.0,0.0,3.0,3.0,3.0,70.0
-7.0,47.0,1020.0,3.0,3,16.08,0.0,0.0,3.0,3.0,3.0,70.0
-7.0,47.0,1021.0,3.0,3,16.97,0.0,0.0,3.0,3.0,3.0,84.0
-8.0,47.0,1021.0,2.0,3,17.86,0.0,0.0,3.0,3.0,3.0,103.0
-10.0,40.0,1021.0,2.0,3,21.88,0.0,0.0,3.0,3.0,3.0,95.0
-11.0,40.0,1022.0,1.0,3,25.9,0.0,0.0,3.0,3.0,3.0,66.0
-12.0,39.0,1021.0,0.0,3,29.92,0.0,0.0,3.0,3.0,3.0,38.0
-11.0,46.0,1021.0,-1.0,3,33.05,0.0,0.0,3.0,3.0,3.0,35.0
-13.0,39.0,1021.0,-1.0,3,37.07,0.0,0.0,3.0,3.0,3.0,30.0
-13.0,39.0,1021.0,-1.0,3,40.2,0.0,0.0,3.0,3.0,3.0,29.0
-13.0,39.0,1021.0,-1.0,3,44.22,0.0,0.0,3.0,3.0,3.0,31.0
-12.0,42.0,1020.0,-1.0,3,47.35,0.0,0.0,3.0,3.0,3.0,29.0
-6.0,79.0,1021.0,-3.0,3,51.37,0.2,0.2,3.0,3.0,3.0,31.0
-5.0,92.0,1021.0,-4.0,3,53.16,0.2,0.4,3.0,3.0,3.0,34.0
-5.0,92.0,1021.0,-4.0,3,54.95,0.1,0.5,3.0,3.0,3.0,52.0
-5.0,92.0,1021.0,-4.0,8,0.89,0.0,0.0,3.0,3.0,3.0,65.0
-5.0,86.0,1021.0,-3.0,3,1.79,0.0,0.0,3.0,3.0,3.0,89.0
-4.0,86.0,1021.0,-2.0,8,0.89,0.0,0.0,3.0,3.0,3.0,138.0
-4.0,86.0,1021.0,-2.0,8,1.78,0.0,0.0,3.0,3.0,3.0,77.0
-4.0,80.0,1020.0,-1.0,8,2.67,0.0,0.0,3.0,3.0,3.0,88.0
-4.0,80.0,1019.0,-1.0,3,1.79,0.0,0.0,3.0,3.0,3.0,95.0
-4.0,74.0,1018.0,0.0,3,3.58,0.0,0.0,3.0,3.0,3.0,105.0
-5.0,69.0,1017.0,0.0,3,6.71,0.0,0.0,3.0,3.0,3.0,101.0
-5.0,69.0,1017.0,0.0,3,9.84,0.0,0.0,3.0,3.0,3.0,102.0
-5.0,69.0,1017.0,0.0,3,12.97,0.0,0.0,3.0,3.0,3.0,103.0
-5.0,69.0,1017.0,0.0,3,14.76,0.0,0.0,3.0,3.0,3.0,105.0
-5.0,69.0,1017.0,0.0,3,16.55,0.0,0.0,3.0,3.0,3.0,98.0
-5.0,69.0,1018.0,0.0,8,0.89,0.0,0.0,3.0,3.0,3.0,124.0
-5.0,69.0,1018.0,0.0,3,1.79,0.0,0.0,3.0,3.0,3.0,112.0
-5.0,69.0,1019.0,0.0,8,0.45,0.0,0.0,3.0,3.0,3.0,123.0
-5.0,74.0,1020.0,-1.0,3,0.89,0.0,0.0,3.0,3.0,3.0,126.0
-4.0,80.0,1020.0,-1.0,1,0.89,0.0,0.0,3.0,3.0,3.0,114.0
-4.0,80.0,1019.0,-1.0,8,0.45,0.0,0.0,3.0,3.0,3.0,115.0
-4.0,80.0,1019.0,-1.0,8,1.34,0.0,0.0,3.0,3.0,3.0,128.0
-4.0,86.0,1019.0,-2.0,1,0.89,0.0,0.0,3.0,3.0,3.0,138.0
-6.0,79.0,1019.0,-3.0,8,0.89,0.0,0.0,3.0,3.0,3.0,145.0
-5.0,79.0,1020.0,-2.0,7,1.79,0.0,0.0,3.0,3.0,3.0,139.0
-4.0,86.0,1020.0,-2.0,7,5.81,0.0,0.0,3.0,3.0,3.0,119.0
-5.0,74.0,1020.0,-1.0,7,9.83,0.0,0.0,3.0,3.0,3.0,114.0
-4.0,80.0,1021.0,-1.0,7,13.85,0.0,0.0,3.0,3.0,3.0,78.0
-7.0,51.0,1023.0,2.0,1,5.81,0.0,0.0,3.0,3.0,3.0,80.0
-11.0,34.0,1023.0,3.0,1,12.96,0.0,0.0,3.0,3.0,3.0,37.0
-15.0,25.0,1023.0,3.0,1,21.01,0.0,0.0,3.0,3.0,3.0,20.0
-16.0,21.0,1024.0,4.0,1,26.82,0.0,0.0,3.0,3.0,3.0,20.0
-18.0,18.0,1023.0,4.0,1,33.97,0.0,0.0,3.0,3.0,3.0,14.0
-18.0,18.0,1023.0,4.0,1,42.02,0.0,0.0,3.0,3.0,3.0,13.0
-14.0,27.0,1022.0,3.0,7,7.15,0.0,0.0,3.0,3.0,3.0,16.0
-8.0,50.0,1023.0,1.0,7,16.09,0.0,0.0,3.0,3.0,3.0,15.0
-6.0,63.0,1023.0,0.0,7,21.9,0.2,0.2,3.0,3.0,3.0,21.0
-3.0,92.0,1024.0,-2.0,7,26.82,0.4,0.6,3.0,3.0,3.0,72.0
-3.0,92.0,1025.0,-2.0,7,29.95,1.0,1.6,3.0,3.0,3.0,85.0
-3.0,92.0,1026.0,-2.0,7,33.08,1.0,2.6,3.0,3.0,3.0,108.0
-3.0,92.0,1026.0,-2.0,7,34.87,0.8,3.4,3.0,3.0,3.0,128.0
-3.0,92.0,1026.0,-2.0,8,0.89,0.7,4.1,3.0,3.0,3.0,161.0
-3.0,100.0,1027.0,-3.0,3,3.13,0.6,4.7,3.0,3.0,3.0,69.0
-4.0,92.0,1026.0,-3.0,3,7.15,0.3,5.0,3.0,3.0,3.0,59.0
-5.0,92.0,1026.0,-4.0,3,12.07,0.1,5.1,3.0,3.0,3.0,42.0
-5.0,92.0,1025.0,-4.0,3,15.2,0.0,0.0,3.0,3.0,3.0,35.0
-5.0,92.0,1025.0,-4.0,3,18.33,0.0,0.0,3.0,3.0,3.0,35.0
-5.0,100.0,1025.0,-5.0,3,20.12,0.0,0.0,3.0,3.0,3.0,29.0
-5.0,92.0,1025.0,-4.0,3,23.25,0.0,0.0,3.0,3.0,3.0,25.0
-5.0,92.0,1026.0,-4.0,3,25.04,0.0,0.0,3.0,3.0,3.0,23.0
-5.0,92.0,1025.0,-4.0,3,28.17,0.0,0.0,3.0,3.0,3.0,17.0
-5.0,92.0,1026.0,-4.0,3,29.96,0.0,0.0,3.0,3.0,3.0,25.0
